school,conf,rk,w,l,wl,ap_pre,ap_high,ap_final,ncaa_numeric,season,coaches,year
harvard,Ivy,39,8,21,0.4581770465678967,30,30,30,0,1978-79,Frank McLaughlin (8-21),1978
harvard,Ivy,40,11,15,0.8312749353302209,30,30,30,0,1977-78,Frank McLaughlin (11-15),1977
harvard,Ivy,41,9,16,0.36987783650420225,30,30,30,0,1976-77,Tom Sanders (9-16),1976
harvard,Ivy,42,8,18,0.29845057143922626,30,30,30,0,1975-76,Tom Sanders (8-18),1975
harvard,Ivy,43,12,13,0.983451968168615,30,30,30,0,1974-75,Tom Sanders (12-13),1974
harvard,Ivy,44,11,13,0.4023462391486331,30,30,30,0,1973-74,Tom Sanders (11-13),1973
harvard,Ivy,45,14,12,0.9575545796544529,30,30,30,0,1972-73,Robert Harrison (14-12),1972
harvard,Ivy,46,15,11,0.2918034535813667,30,30,30,0,1971-72,Robert Harrison (15-11),1971
harvard,Ivy,47,16,10,0.4886627283771098,30,30,30,0,1970-71,Robert Harrison (16-10),1970
harvard,Ivy,48,7,19,0.4243288254573244,30,30,30,0,1969-70,Robert Harrison (7-19),1969
harvard,Ivy,49,7,18,0.4700762247453316,30,30,30,0,1968-69,Robert Harrison (7-18),1968
harvard,Ivy,50,7,14,0.14757855897694439,30,30,30,0,1967-68,Floyd S. Wilson (7-14),1967
harvard,Ivy,51,10,14,0.6970727168825317,30,30,30,0,1966-67,Floyd S. Wilson (10-14),1966
harvard,Ivy,52,10,14,0.5815897935555422,30,30,30,0,1965-66,Floyd S. Wilson (10-14),1965
harvard,Ivy,53,11,12,0.871048717666529,30,30,30,0,1964-65,Floyd S. Wilson (11-12),1964
harvard,Ivy,54,12,10,0.596482411565151,30,30,30,0,1963-64,Floyd S. Wilson (12-10),1963
harvard,Ivy,55,6,15,0.06271428081233299,30,30,30,0,1962-63,Floyd S. Wilson (6-15),1962
harvard,Ivy,56,10,14,0.27808906782405174,30,30,30,0,1961-62,Floyd S. Wilson (10-14),1961
harvard,Ivy,57,11,13,0.5886238714064743,30,30,30,0,1960-61,Floyd S. Wilson (11-13),1960
harvard,Ivy,58,12,11,0.9122784837836685,30,30,30,0,1959-60,Floyd S. Wilson (12-11),1959
harvard,Ivy,59,10,15,0.9056017243846852,30,30,30,0,1958-59,Floyd S. Wilson (10-15),1958
harvard,Ivy,60,16,9,0.21147999427495345,30,30,30,0,1957-58,Floyd S. Wilson (16-9),1957
harvard,Ivy,61,12,9,0.8475775980254039,30,30,30,0,1956-57,Floyd S. Wilson (12-9),1956
harvard,Ivy,62,8,16,0.4019281469461653,30,30,30,0,1955-56,Floyd S. Wilson (8-16),1955
harvard,Ivy,63,6,17,0.7431405622106563,30,30,30,0,1954-55,Floyd S. Wilson (6-17),1954
harvard,Ivy,64,9,16,0.05061901611748265,30,30,30,0,1953-54,Bo Shepard (9-16),1953
harvard,Ivy,65,7,16,0.008543085016252894,30,30,30,0,1952-53,Bo Shepard (7-16),1952
harvard,Ivy,66,5,17,0.2237720536720066,30,30,30,0,1951-52,Bo Shepard (5-17),1951
harvard,Ivy,67,8,18,0.45311563188721016,30,30,30,0,1950-51,Bo Shepard (8-18),1950
harvard,Ivy,68,9,15,0.8728625349244378,30,30,30,0,1949-50,Bo Shepard (9-15),1949
harvard,Ivy,69,3,20,0.5670282679449496,30,30,30,0,1948-49,William Barclay (3-20),1948
harvard,Ivy,70,5,20,0.4395428267402389,30,30,30,0,1947-48,William Barclay (5-20),1947
harvard,Ivy,71,16,9,0.586168924916401,30,30,30,0,1946-47,William Barclay (16-9),1946
harvard,Ind,72,20,3,0.7039137188264016,30,30,30,8,1945-46,Floyd Stahl (20-3),1945
harvard,Ivy,73,2,13,0.14449331117784658,30,30,30,0,1944-45,Floyd Stahl (2-13),1944
harvard,Ind,74,2,12,0.024868804237275,30,30,30,0,1943-44,Floyd Stahl (2-12),1943
harvard,Ivy,75,12,14,0.44064219838892593,30,30,30,0,1942-43,Earl Brown (12-14),1942
harvard,Ivy,76,8,16,0.9165236462452496,30,30,30,0,1941-42,Earl Brown (8-16),1941
harvard,Ivy,77,10,9,0.6780438157691058,30,30,30,0,1940-41,Wes Fesler (10-9),1940
harvard,Ivy,78,5,14,0.5264554783878537,30,30,30,0,1939-40,Wes Fesler (5-14),1939
harvard,Ivy,79,5,14,0.25212352904257374,30,30,30,0,1938-39,Wes Fesler (5-14),1938
harvard,Ivy,80,13,5,0.11309893960018502,30,30,30,0,1937-38,Wes Fesler (13-5),1937
harvard,Ivy,81,10,8,0.20618199788714753,30,30,30,0,1936-37,Wes Fesler (10-8),1936
harvard,Ivy,82,7,15,0.29079097949830546,30,30,30,0,1935-36,Wes Fesler (7-15),1935
harvard,Ivy,83,7,12,0.782597648730929,30,30,30,0,1934-35,Wes Fesler (7-12),1934
harvard,Ivy,84,3,19,0.7749644891754144,30,30,30,0,1933-34,Wes Fesler (3-19),1933
harvard,Ind,85,2,10,0.6131327442930555,30,30,30,0,1932-33,Edward Wachter (2-10),1932
harvard,Ind,86,6,7,0.533855460221405,30,30,30,0,1931-32,Edward Wachter (6-7),1931
harvard,Ind,87,10,5,0.8201798828882628,30,30,30,0,1930-31,Edward Wachter (10-5),1930
harvard,Ind,88,9,4,0.0492330747052776,30,30,30,0,1929-30,Edward Wachter (9-4),1929
harvard,Ind,89,6,8,0.15456534657594456,30,30,30,0,1928-29,Edward Wachter (6-8),1928
harvard,Ind,90,8,7,0.039100304212064785,30,30,30,0,1927-28,Edward Wachter (8-7),1927
harvard,Ind,91,10,5,0.9313386684764836,30,30,30,0,1926-27,Edward Wachter (10-5),1926
harvard,Ind,92,8,4,0.5441064419218704,30,30,30,0,1925-26,Edward Wachter (8-4),1925
harvard,Ind,93,11,2,0.5900172656718405,30,30,30,0,1924-25,Edward Wachter (11-2),1924
harvard,Ind,94,11,8,0.3709916235584281,30,30,30,0,1923-24,Edward Wachter (11-8),1923
harvard,Ind,95,14,5,0.7668184524978674,30,30,30,0,1922-23,Edward Wachter (14-5),1922
harvard,Ind,96,17,6,0.5600851502852902,30,30,30,0,1921-22,Edward Wachter (17-6),1921
harvard,Ind,97,9,10,0.15328741189945694,30,30,30,0,1920-21,Edward Wachter (9-10),1920
harvard,Ind,98,1,7,0.06082807917328392,30,30,30,0,1908-09,George Grebenstein (1-7),1908
harvard,Ind,99,4,12,0.2677230392537737,30,30,30,0,1907-08,George Grebenstein (4-12),1907
harvard,Ivy,100,7,9,0.4771354913381941,30,30,30,0,1906-07,C.L. Schroder (7-9),1906
harvard,Ivy,101,12,4,0.9964576343523658,30,30,30,0,1905-06,Clarence Randall (12-4),1905
harvard,Ind,102,11,5,0.16189328677875703,30,30,30,0,1904-05,No coach,1904
harvard,Ivy,103,1,9,0.44826526268233124,30,30,30,0,1903-04,John Gilles (1-9),1903
harvard,Ivy,104,5,8,0.6076777738474344,30,30,30,0,1902-03,John Gilles (5-8),1902
harvard,Ivy,105,9,5,0.3014335331434055,30,30,30,0,1901-02,John Clark (9-5),1901
harvard,Ind,106,11,8,0.319695244983069,30,30,30,0,1900-01,John Clark (11-8),1900
hawaii,Big West,1,14,16,0.5467189774459635,30,30,30,0,2016-17,Eran Ganot (14-16),2016
hawaii,Big West,2,28,6,0.5036905785341467,30,30,30,2,2015-16,Eran Ganot (28-6),2015
hawaii,Big West,3,22,13,0.8746224895021429,30,30,30,0,2014-15,Benjy Taylor (22-13),2014
hawaii,Big West,4,20,11,0.8324434041830532,30,30,30,0,2013-14,Gib Arnold (20-11),2013
hawaii,Big West,5,17,15,0.09619619111280286,30,30,30,0,2012-13,Gib Arnold (17-15),2012
hawaii,WAC,6,16,16,0.5471081104832405,30,30,30,0,2011-12,Gib Arnold (16-16),2011
hawaii,WAC,7,19,13,0.08253276674601007,30,30,30,0,2010-11,Gib Arnold (19-13),2010
hawaii,WAC,8,10,20,0.817903671802113,30,30,30,0,2009-10,Bobby Nash (10-20),2009
hawaii,WAC,9,13,17,0.893335824329496,30,30,30,0,2008-09,Bobby Nash (13-17),2008
hawaii,WAC,10,11,19,0.44507924183897485,30,30,30,0,2007-08,Bobby Nash (11-19),2007
hawaii,WAC,11,18,13,0.38457026198589783,30,30,30,0,2006-07,Riley Wallace (18-13),2006
hawaii,WAC,12,17,11,0.7014721546907605,30,30,30,0,2005-06,Riley Wallace (17-11),2005
hawaii,WAC,13,16,13,0.7934454939773031,30,30,30,0,2004-05,Riley Wallace (16-13),2004
hawaii,WAC,14,21,12,0.24744380261315801,30,30,30,0,2003-04,Riley Wallace (21-12),2003
hawaii,WAC,15,19,12,0.621067338255517,30,30,30,0,2002-03,Riley Wallace (19-12),2002
hawaii,WAC,16,27,6,0.8407949108434972,30,25,25,1,2001-02,Riley Wallace (27-6),2001
hawaii,WAC,17,17,14,0.9723770394178298,30,30,30,1,2000-01,Riley Wallace (17-14),2000
hawaii,WAC,18,17,12,0.36241811606334184,30,30,30,0,1999-00,Riley Wallace (17-12),1999
hawaii,WAC,19,6,20,0.14527770161130993,30,30,30,0,1998-99,Riley Wallace (6-20),1998
hawaii,WAC,20,21,9,0.8483272805835365,30,21,30,0,1997-98,Riley Wallace (21-9),1997
hawaii,WAC,21,21,8,0.7231386840876471,30,30,30,0,1996-97,Riley Wallace (21-8),1996
hawaii,WAC,22,10,18,0.9104100087590314,30,30,30,0,1995-96,Riley Wallace (10-18),1995
hawaii,WAC,23,16,13,0.1552856510085715,30,30,30,0,1994-95,Riley Wallace (16-13),1994
hawaii,WAC,24,18,15,0.7208803729511619,30,30,30,1,1993-94,Riley Wallace (18-15),1993
hawaii,WAC,25,12,16,0.5699356896252157,30,30,30,0,1992-93,Riley Wallace (12-16),1992
hawaii,WAC,26,16,12,0.8482691037691249,30,30,30,0,1991-92,Riley Wallace (16-12),1991
hawaii,WAC,27,16,13,0.597266105787356,30,30,30,0,1990-91,Riley Wallace (16-13),1990
hawaii,WAC,28,25,10,0.9815550747112426,30,30,30,0,1989-90,Riley Wallace (25-10),1989
hawaii,WAC,29,17,13,0.02280040708423503,30,30,30,0,1988-89,Riley Wallace (17-13),1988
hawaii,WAC,30,4,25,0.7520092023982798,30,30,30,0,1987-88,Riley Wallace (4-25),1987
hawaii,WAC,31,7,21,0.4045140554365432,30,30,30,0,1986-87,Frank Arnold (7-21),1986
hawaii,WAC,32,4,24,0.682414147222295,30,30,30,0,1985-86,Frank Arnold (4-24),1985
hawaii,WAC,33,10,18,0.7115762893129443,30,30,30,0,1984-85,Larry Little (10-18),1984
hawaii,WAC,34,12,16,0.4324843369058373,30,30,30,0,1983-84,Larry Little (12-16),1983
hawaii,WAC,35,17,11,0.8968836127344147,30,30,30,0,1982-83,Larry Little (17-11),1982
hawaii,WAC,36,17,10,0.35496530466430154,30,30,30,0,1981-82,Larry Little (17-10),1981
hawaii,WAC,37,14,13,0.6266279659650587,30,30,30,0,1980-81,Larry Little (14-13),1980
hawaii,WAC,38,13,14,0.3625750703789572,30,30,30,0,1979-80,Larry Little (13-14),1979
hawaii,Ind,39,10,17,0.1177835500806943,30,30,30,0,1978-79,Larry Little (10-17),1978
hawaii,Ind,40,1,26,0.4843332455181244,30,30,30,0,1977-78,Larry Little (1-26),1977
hawaii,Ind,41,9,18,0.09629248263035606,30,30,30,0,1976-77,Larry Little (9-18),1976
hawaii,Ind,42,11,16,0.8919673888372349,30,30,30,0,1975-76,"Bruce O'Neil (9-12), Rick Pitino (2-4)",1975
hawaii,Ind,43,14,11,0.9952306237622359,30,30,30,0,1974-75,Bruce O'Neil (14-11),1974
hawaii,Ind,44,19,9,0.5465483934272054,30,20,30,0,1973-74,Bruce O'Neil (19-9),1973
hawaii,Ind,45,15,11,0.5952038450487259,30,30,30,0,1972-73,Red Rocha (15-11),1972
hawaii,Ind,46,23,4,0.3629459103826852,30,12,30,1,1971-72,Red Rocha (23-4),1971
hawaii,Ind,47,23,5,0.5404777823253044,30,30,30,0,1970-71,Red Rocha (23-5),1970
hofstra,CAA,1,15,17,0.9642360193187757,30,30,30,0,2016-17,Joe Mihalich (15-17),2016
hofstra,CAA,2,24,10,0.1695524827094097,30,30,30,0,2015-16,Joe Mihalich (24-10),2015
hofstra,CAA,3,20,14,0.9197816783846573,30,30,30,0,2014-15,Joe Mihalich (20-14),2014
hofstra,CAA,4,10,23,0.4583648422920248,30,30,30,0,2013-14,Joe Mihalich (10-23),2013
hofstra,CAA,5,7,25,0.5610050887976066,30,30,30,0,2012-13,Mo Cassara (7-25),2012
hofstra,CAA,6,10,22,0.6926535550713702,30,30,30,0,2011-12,Mo Cassara (10-22),2011
hofstra,CAA,7,21,12,0.31759642101951513,30,30,30,0,2010-11,Mo Cassara (21-12),2010
hofstra,CAA,8,19,15,0.7325187713846089,30,30,30,0,2009-10,Tom Pecora (19-15),2009
hofstra,CAA,9,21,11,0.43429757673592073,30,30,30,0,2008-09,Tom Pecora (21-11),2008
hofstra,CAA,10,12,18,0.9180177484432971,30,30,30,0,2007-08,Tom Pecora (12-18),2007
hofstra,CAA,11,22,10,0.22594826219831365,30,30,30,0,2006-07,Tom Pecora (22-10),2006
hofstra,CAA,12,26,7,0.781901556011224,30,30,30,0,2005-06,Tom Pecora (26-7),2005
hofstra,CAA,13,21,9,0.2824946762408578,30,30,30,0,2004-05,Tom Pecora (21-9),2004
hofstra,CAA,14,14,15,0.1242572303132945,30,30,30,0,2003-04,Tom Pecora (14-15),2003
hofstra,CAA,15,8,21,0.8869261860892406,30,30,30,0,2002-03,Tom Pecora (8-21),2002
hofstra,CAA,16,12,20,0.09270660341558334,30,30,30,0,2001-02,Tom Pecora (12-20),2001
hofstra,AEC,17,26,5,0.276131783814039,30,30,30,1,2000-01,Jay Wright (26-5),2000
hofstra,AEC,18,24,7,0.2629202768699658,30,30,30,1,1999-00,Jay Wright (24-7),1999
hofstra,AEC,19,22,10,0.0016082178585946627,30,30,30,0,1998-99,Jay Wright (22-10),1998
hofstra,AEC,20,19,12,0.18173551943981525,30,30,30,0,1997-98,Jay Wright (19-12),1997
hofstra,AEC,21,12,15,0.7472592959834289,30,30,30,0,1996-97,Jay Wright (12-15),1996
hofstra,NAC,22,9,18,0.18419095413521602,30,30,30,0,1995-96,Jay Wright (9-18),1995
hofstra,NAC,23,10,18,0.12516562365064143,30,30,30,0,1994-95,Jay Wright (10-18),1994
hofstra,ECC,24,9,20,0.6992898607544892,30,30,30,0,1993-94,Butch van Breda Kolff (9-20),1993
hofstra,Ind,25,9,18,0.5504159844032706,30,30,30,0,1992-93,Butch van Breda Kolff (9-18),1992
hofstra,ECC,26,20,9,0.9944411524106171,30,30,30,0,1991-92,Butch van Breda Kolff (20-9),1991
hofstra,ECC,27,14,14,0.5530274092483344,30,30,30,0,1990-91,Butch van Breda Kolff (14-14),1990
hofstra,ECC,28,13,15,0.23236085138480433,30,30,30,0,1989-90,Butch van Breda Kolff (13-15),1989
hofstra,ECC,29,14,15,0.07310258085760735,30,30,30,0,1988-89,Butch van Breda Kolff (14-15),1988
hofstra,ECC,30,6,21,0.770139094848176,30,30,30,0,1987-88,Dick Berg (6-21),1987
hofstra,ECC,31,9,19,0.8830346090293165,30,30,30,0,1986-87,Dick Berg (9-19),1986
hofstra,ECC,32,17,13,0.03712481788810007,30,30,30,0,1985-86,Dick Berg (17-13),1985
hofstra,ECC,33,14,15,0.7502651172399691,30,30,30,0,1984-85,Dick Berg (14-15),1984
hofstra,ECC,34,14,14,0.0373379346741034,30,30,30,0,1983-84,Dick Berg (14-14),1983
hofstra,ECC,35,18,9,0.6478469694677913,30,30,30,0,1982-83,Dick Berg (18-9),1982
hofstra,ECC,36,12,16,0.6619986693168194,30,30,30,0,1981-82,Dick Berg (12-16),1981
hofstra,ECC,37,12,15,0.11154582180496375,30,30,30,0,1980-81,Dick Berg (12-15),1980
hofstra,ECC,38,14,14,0.42427181992248664,30,30,30,0,1979-80,Joe Harrington (14-14),1979
hofstra,ECC,39,8,19,0.9338378791174128,30,30,30,0,1978-79,Roger Gaeckler (8-19),1978
hofstra,ECC,40,8,19,0.3016664381881575,30,30,30,0,1977-78,Roger Gaeckler (8-19),1977
hofstra,ECC,41,23,7,0.13360332675244946,30,30,30,1,1976-77,Roger Gaeckler (23-7),1976
hofstra,ECC,42,18,12,0.3090513153046428,30,30,30,1,1975-76,Roger Gaeckler (18-12),1975
hofstra,ECC,43,11,13,0.3724066857996414,30,30,30,0,1974-75,Roger Gaeckler (11-13),1974
hofstra,Mid-Atl,44,8,16,0.3352703613795013,30,30,30,0,1973-74,Roger Gaeckler (8-16),1973
hofstra,Mid-Atl,45,8,16,0.4757450094264507,30,30,30,0,1972-73,Roger Gaeckler (8-16),1972
hofstra,Mid-Atl,46,11,14,0.7847709027912201,30,30,30,0,1971-72,Paul Lynner (11-14),1971
hofstra,Mid-Atl,47,16,8,0.009258405117172575,30,30,30,0,1970-71,Paul Lynner (16-8),1970
hofstra,Mid-Atl,48,13,13,0.0981989369967563,30,30,30,0,1969-70,Paul Lynner (13-13),1969
hofstra,MCC,49,12,13,0.6297934149284582,30,30,30,0,1968-69,Paul Lynner (12-13),1968
hofstra,MCC,50,13,12,0.842999952021909,30,30,30,0,1967-68,Paul Lynner (13-12),1967
hofstra,MCC,51,12,13,0.7722575746579541,30,30,30,0,1966-67,Paul Lynner (12-13),1966
hofstra,MCC,52,16,10,0.7729926597197743,30,30,30,0,1965-66-nm,Paul Lynner (16-10),1965
hofstra,Metro NY,53,15,6,0.2029532570597825,30,30,30,0,1942-43,Jack McDonald (15-6),1942
holy-cross,Patriot,1,15,17,0.6846609365049707,30,30,30,0,2016-17,Bill Carmody (15-17),2016
holy-cross,Patriot,2,15,20,0.5863545707761351,30,30,30,1,2015-16,Bill Carmody (15-20),2015
holy-cross,Patriot,3,14,16,0.9492813772358436,30,30,30,0,2014-15,Milan Brown (14-16),2014
holy-cross,Patriot,4,20,14,0.7820566944241285,30,30,30,0,2013-14,Milan Brown (20-14),2013
holy-cross,Patriot,5,12,18,0.21263255251612934,30,30,30,0,2012-13,Milan Brown (12-18),2012
holy-cross,Patriot,6,15,14,0.40110688789267734,30,30,30,0,2011-12,Milan Brown (15-14),2011
holy-cross,Patriot,7,8,21,0.028982157017216625,30,30,30,0,2010-11,Milan Brown (8-21),2010
holy-cross,Patriot,8,9,22,0.01953311462335805,30,30,30,0,2009-10,Sean Kearney (9-22),2009
holy-cross,Patriot,9,18,14,0.9495503706590126,30,30,30,0,2008-09,Ralph Willard (18-14),2008
holy-cross,Patriot,10,15,14,0.2931406756294501,30,30,30,0,2007-08,Ralph Willard (15-14),2007
holy-cross,Patriot,11,25,9,0.21949175748679117,30,30,30,1,2006-07,Ralph Willard (25-9),2006
holy-cross,Patriot,12,20,12,0.4959282575190199,30,30,30,0,2005-06,Ralph Willard (20-12),2005
holy-cross,Patriot,13,25,7,0.7079606047258659,30,30,30,0,2004-05,Ralph Willard (25-7),2004
holy-cross,Patriot,14,13,15,0.7374012751581023,30,30,30,0,2003-04,Ralph Willard (13-15),2003
holy-cross,Patriot,15,26,5,0.9811379635082583,30,30,30,1,2002-03,Ralph Willard (26-5),2002
holy-cross,Patriot,16,18,15,0.5860767867467085,30,30,30,1,2001-02,Ralph Willard (18-15),2001
holy-cross,Patriot,17,22,8,0.7514653039018901,30,30,30,1,2000-01,Ralph Willard (22-8),2000
holy-cross,Patriot,18,10,18,0.00776753537757624,30,30,30,0,1999-00,Ralph Willard (10-18),1999
holy-cross,Patriot,19,7,20,0.6115494614481815,30,30,30,0,1998-99,William Raynor (7-20),1998
holy-cross,Patriot,20,7,20,0.2648921821836975,30,30,30,0,1997-98,William Raynor (7-20),1997
holy-cross,Patriot,21,8,19,0.8795138121546547,30,30,30,0,1996-97,William Raynor (8-19),1996
holy-cross,Patriot,22,16,13,0.7891602335478624,30,30,30,0,1995-96,William Raynor (16-13),1995
holy-cross,Patriot,23,15,12,0.7971755823960176,30,30,30,0,1994-95,William Raynor (15-12),1994
holy-cross,Patriot,24,14,14,0.9234389212937798,30,30,30,0,1993-94,George Blaney (14-14),1993
holy-cross,Patriot,25,23,7,0.13677590229399117,30,30,30,1,1992-93,George Blaney (23-7),1992
holy-cross,Patriot,26,18,11,0.6453912931075607,30,30,30,0,1991-92,George Blaney (18-11),1991
holy-cross,Patriot,27,18,12,0.2816044336046566,30,30,30,0,1990-91,George Blaney (18-12),1990
holy-cross,MAAC,28,24,6,0.8050155096820336,30,30,30,0,1989-90,George Blaney (24-6),1989
holy-cross,MAAC,29,13,15,0.69804374082842,30,30,30,0,1988-89,George Blaney (13-15),1988
holy-cross,MAAC,30,14,15,0.24274119176150266,30,30,30,0,1987-88,George Blaney (14-15),1987
holy-cross,MAAC,31,9,19,0.2500694623107007,30,30,30,0,1986-87,George Blaney (9-19),1986
holy-cross,MAAC,32,12,18,0.2981633649286275,30,30,30,0,1985-86,George Blaney (12-18),1985
holy-cross,MAAC,33,9,19,0.23451778086368036,30,30,30,0,1984-85,George Blaney (9-19),1984
holy-cross,MAAC,34,12,18,0.08140552916071897,30,30,30,0,1983-84,George Blaney (12-18),1983
holy-cross,ECACN,35,17,13,0.21516084665153123,30,30,30,0,1982-83,George Blaney (17-13),1982
holy-cross,ECACN,36,16,11,0.8724050958436473,30,30,30,0,1981-82,George Blaney (16-11),1981
holy-cross,ECACN,37,20,10,0.4665055826569532,30,30,30,0,1980-81,George Blaney (20-10),1980
holy-cross,ECACN,38,19,11,0.731226542618078,30,30,30,1,1979-80,George Blaney (19-11),1979
holy-cross,Ind,39,17,11,0.5524390348385687,30,30,30,0,1978-79,George Blaney (17-11),1978
holy-cross,Ind,40,20,7,0.13177443166868275,18,12,30,0,1977-78,George Blaney (20-7),1977
holy-cross,Ind,41,23,6,0.5537096860340632,30,30,30,1,1976-77,George Blaney (23-6),1976
holy-cross,Ind,42,22,10,0.7153085097869477,30,30,30,0,1975-76,George Blaney (22-10),1975
holy-cross,Ind,43,20,8,0.46688400954321096,30,30,30,0,1974-75,George Blaney (20-8),1974
holy-cross,Ind,44,8,18,0.5995111865393071,30,30,30,0,1973-74,George Blaney (8-18),1973
holy-cross,Ind,45,9,17,0.4587936803239169,30,30,30,0,1972-73,George Blaney (9-17),1972
holy-cross,Ind,46,15,11,0.904584760236208,30,30,30,0,1971-72,Jack Donohue (15-11),1971
holy-cross,Ind,47,18,8,0.8503314160279328,30,30,30,0,1970-71,Jack Donohue (18-8),1970
holy-cross,Ind,48,16,9,0.6124292517651703,30,30,30,0,1969-70,Jack Donohue (16-9),1969
holy-cross,Ind,49,16,8,0.8384171797134881,30,30,30,0,1968-69,Jack Donohue (16-8),1968
holy-cross,Ind,50,15,8,0.06251456258120414,30,30,30,0,1967-68,Jack Donohue (15-8),1967
holy-cross,Ind,51,16,9,0.5598402612349722,30,30,30,0,1966-67,Jack Donohue (16-9),1966
holy-cross,Ind,52,10,13,0.44913655545861497,30,30,30,0,1965-66,Jack Donohue (10-13),1965
holy-cross,Ind,53,13,10,0.6895715652994922,30,30,30,0,1964-65,Frank Oftring (13-10),1964
holy-cross,Ind,54,15,8,0.5109841810946175,30,30,30,0,1963-64,Frank Oftring (15-8),1963
holy-cross,Ind,55,16,9,0.828148698406664,30,30,30,0,1962-63,Frank Oftring (16-9),1962
holy-cross,Ind,56,20,6,0.9896263678181919,30,30,30,0,1961-62,Frank Oftring (20-6),1961
holy-cross,Ind,57,21,5,0.9300093653922777,30,30,30,0,1960-61,Roy Leenig (21-5),1960
holy-cross,Ind,58,20,6,0.02414211247102016,30,13,16,0,1959-60,Roy Leenig (20-6),1959
holy-cross,Ind,59,14,11,0.7943784091485592,30,30,30,0,1958-59,Roy Leenig (14-11),1958
holy-cross,Ind,60,16,9,0.8280885639725101,30,30,30,0,1957-58,Roy Leenig (16-9),1957
holy-cross,Ind,61,11,12,0.8066297369339158,30,30,30,0,1956-57,Roy Leenig (11-12),1956
holy-cross,Ind,62,22,5,0.16328948165767188,30,7,14,1,1955-56,Roy Leenig (22-5),1955
holy-cross,Ind,63,19,7,0.6836965704725497,30,5,30,0,1954-55,Buster Sheary (19-7),1954
holy-cross,Ind,64,26,2,0.36776784063428536,30,3,3,0,1953-54,Buster Sheary (26-2),1953
holy-cross,Ind,65,20,6,0.06599905819182117,30,4,13,24,1952-53,Buster Sheary (20-6),1952
holy-cross,Ind,66,24,4,0.5618672780942489,30,11,13,0,1951-52,Buster Sheary (24-4),1951
holy-cross,Ind,67,20,5,0.34133023038105526,30,30,30,0,1950-51,Buster Sheary (20-5),1950
holy-cross,Ind,68,27,4,0.5717062466735084,30,1,4,8,1949-50,Buster Sheary (27-4),1949
holy-cross,Ind,69,19,8,0.9606749088255437,30,14,30,0,1948-49,Buster Sheary (19-8),1948
holy-cross,Ind,70,26,4,0.20429908334943436,30,30,30,24,1947-48,Doggie Julian (26-4),1947
holy-cross,Ind,71,27,3,0.9948391544975774,30,30,30,48,1946-47,Doggie Julian (27-3),1946
holy-cross,Ind,72,12,3,0.07465272569284165,30,30,30,0,1945-46,Doggie Julian (12-3),1945
holy-cross,Ind,73,4,9,0.3282766270573204,30,30,30,0,1944-45,Hop Riopel (4-9),1944
holy-cross,Ind,74,6,8,0.8492398605758263,30,30,30,0,1943-44,Hop Riopel (6-8),1943
holy-cross,Ind,75,1,5,0.5804903418444028,30,30,30,0,1942-43,Hop Riopel (1-5),1942
holy-cross,Ind,76,5,4,0.8828062460726246,30,30,30,0,1941-42,Moose Krause (5-4),1941
holy-cross,Ind,77,4,7,0.5537510523115515,30,30,30,0,1940-41,Moose Krause (4-7),1940
holy-cross,Ind,78,2,3,0.21787545724280732,30,30,30,0,1939-40,Moose Krause (2-3),1939
holy-cross,Ind,79,10,6,0.5588315791546288,30,30,30,0,1930-31,John Reed (10-6),1930
holy-cross,Ind,80,12,7,0.024098474147725812,30,30,30,0,1929-30,John Reed (12-7),1929
holy-cross,Ind,81,10,7,0.12026028631610453,30,30,30,0,1928-29,John Reed (10-7),1928
holy-cross,Ind,82,13,6,0.24904444398103032,30,30,30,0,1927-28,John Reed (13-6),1927
holy-cross,Ind,83,7,6,0.9222940148788928,30,30,30,0,1926-27,John Reed (7-6),1926
holy-cross,Ind,84,8,9,0.29011307598209746,30,30,30,0,1925-26,John Reed (8-9),1925
holy-cross,Ind,85,10,5,0.2011427034825911,30,30,30,0,1924-25,Ken Simendinger (10-5),1924
holy-cross,Ind,86,5,9,0.13799724918171663,30,30,30,0,1923-24,William Casey (5-9),1923
holy-cross,Ind,87,7,13,0.4639285352553024,30,30,30,0,1922-23,William Casey (7-13),1922
holy-cross,Ind,88,14,3,0.9545976546313488,30,30,30,0,1921-22,William Casey (14-3),1921
holy-cross,Ind,89,2,0,0.9908331388296646,30,30,30,0,1920-21,William Casey (2-0),1920
holy-cross,Ind,90,4,8,0.8939968500279967,30,30,30,0,1908-09,Fred Powers (4-8),1908
